1,Noah,19511,Emma,20355
2,Liam,18281,Olivia,19553
3,Mason,16535,Sophia,17327
4,Jacob,15816,Ava,16286
5,William,15809,Isabella,15504
6,Ethan,14991,Mia,14820
7,James,14705,Abigail,12311
8,Alexander,14460,Emily,11727
9,Michael,14321,Charlotte,11332
10,Benjamin,13608,Harper,10241
11,Elijah,13511,Madison,10038
12,Daniel,13408,Amelia,9795
13,Aiden,13378,Elizabeth,9656
14,Logan,12862,Sofia,9650
15,Matthew,12648,Evelyn,9313
16,Lucas,12246,Avery,9298
17,Jackson,12182,Chloe,7884
18,David,11691,Ella,7852
19,Oliver,11592,Grace,7589
20,Jayden,11475,Victoria,7575
21,Joseph,11375,Aubrey,7357
22,Gabriel,10782,Scarlett,7100
23,Samuel,10733,Zoey,6900
24,Carter,10727,Addison,6683
25,Anthony,10564,Lily,6617
26,John,10303,Lillian,6571
27,Dylan,10232,Natalie,6466
28,Luke,10219,Hannah,6372
29,Henry,10112,Aria,6371
30,Andrew,10027,Layla,6289
31,Isaac,9878,Brooklyn,6268
32,Christopher,9742,Alexa,6029
33,Joshua,9720,Zoe,5995
34,Wyatt,9597,Penelope,5921
35,Sebastian,9569,Riley,5707
36,Owen,9549,Leah,5585
37,Caleb,8727,Audrey,5581
38,Nathan,8530,Savannah,5413
39,Ryan,8474,Allison,5329
40,Jack,8456,Samantha,5304
41,Hunter,8284,Nora,5301
42,Levi,8236,Skylar,5258
43,Christian,8127,Camila,5257
44,Jaxon,8015,Anna,5094
45,Julian,8003,Paisley,5056
46,Landon,7896,Ariana,4933
47,Grayson,7852,Ellie,4838
48,Jonathan,7577,Aaliyah,4836
49,Isaiah,7528,Claire,4805
50,Charles,7125,Violet,4779
51,Thomas,7123,Stella,4769
52,Aaron,7113,Sadie,4731
53,Eli,7087,Mila,4712
54,Connor,6729,Gabriella,4579
55,Jeremiah,6724,Lucy,4512
56,Cameron,6713,Arianna,4498
57,Josiah,6605,Kennedy,4496
58,Adrian,6489,Sarah,4476
59,Colton,6270,Madelyn,4467
60,Jordan,6254,Eleanor,4402
61,Brayden,6220,Kaylee,4346
62,Nicholas,6194,Caroline,4304
63,Robert,6076,Hazel,4270
64,Angel,6059,Hailey,4221
65,Hudson,6008,Genesis,4148
66,Lincoln,5959,Kylie,4142
67,Evan,5863,Autumn,4101
68,Dominic,5811,Piper,4100
69,Austin,5767,Maya,4099
70,Gavin,5741,Nevaeh,3968
71,Nolan,5713,Serenity,3943
72,Parker,5383,Peyton,3888
73,Adam,5360,Mackenzie,3838
74,Chase,5340,Bella,3760
75,Jace,5311,Eva,3735
76,Ian,5288,Taylor,3732
77,Cooper,5238,Naomi,3731
78,Easton,5199,Aubree,3617
79,Kevin,5157,Aurora,3613
80,Jose,5146,Melanie,3482
81,Tyler,5131,Lydia,3474
82,Brandon,5085,Brianna,3459
83,Asher,5059,Ruby,3433
84,Jaxson,5028,Katherine,3429
85,Mateo,4987,Ashley,3409
86,Jason,4968,Alexis,3395
87,Ayden,4862,Alice,3395
88,Zachary,4809,Cora,3378
89,Carson,4723,Julia,3347
90,Xavier,4605,Madeline,3305
91,Leo,4561,Faith,3288
92,Ezra,4299,Annabelle,3250
93,Bentley,4287,Alyssa,3233
94,Sawyer,4245,Isabelle,3198
95,Kayden,4216,Vivian,3183
96,Blake,4211,Gianna,3161
97,Nathaniel,4176,Quinn,3077
98,Ryder,4130,Clara,3049
99,Theodore,4111,Reagan,3038
100,Elias,4062,Khloe,2985
101,Tristan,3885,Alexandra,2983
102,Roman,3862,Hadley,2957
103,Leonardo,3810,Eliana,2956
104,Camden,3750,Sophie,2918
105,Brody,3723,London,2904
106,Luis,3718,Elena,2877
107,Miles,3701,Kimberly,2826
108,Micah,3700,Bailey,2818
109,Vincent,3697,Maria,2803
110,Justin,3693,Luna,2790
111,Greyson,3578,Willow,2776
112,Declan,3560,Jasmine,2774
113,Maxwell,3519,Kinsley,2762
114,Juan,3510,Valentina,2738
115,Cole,3475,Kayla,2718
116,Damian,3474,Delilah,2706
117,Carlos,3400,Andrea,2699
118,Max,3398,Natalia,2686
119,Harrison,3316,Lauren,2677
120,Weston,3305,Morgan,2670
121,Brantley,3282,Rylee,2668
122,Braxton,3278,Sydney,2647
123,Axel,3229,Adalynn,2612
124,Diego,3218,Mary,2602
125,Abel,3216,Ximena,2591
126,Wesley,3213,Jade,2549
127,Santiago,3202,Liliana,2545
128,Jesus,3166,Brielle,2519
129,Silas,3153,Ivy,2489
130,Giovanni,3118,Trinity,2485
131,Bryce,3114,Josephine,2477
132,Jayce,3105,Adalyn,2450
133,Bryson,3088,Jocelyn,2441
134,Alex,3085,Emery,2409
135,Everett,3032,Adeline,2391
136,George,3032,Jordyn,2362
137,Eric,3028,Ariel,2332
138,Ivan,3028,Everly,2315
139,Emmett,3026,Lilly,2294
140,Kaiden,3006,Paige,2278
141,Ashton,2998,Isla,2263
142,Kingston,2929,Lyla,2254
143,Jonah,2882,Makayla,2237
144,Jameson,2838,Molly,2235
145,Kai,2819,Emilia,2206
146,Maddox,2772,Mya,2189
147,Timothy,2763,Kendall,2186
148,Ezekiel,2755,Melody,2168
149,Ryker,2738,Isabel,2148
150,Emmanuel,2723,Brooke,2139
151,Hayden,2712,Mckenzie,2117
152,Antonio,2708,Nicole,2106
153,Bennett,2690,Payton,2103
154,Steven,2689,Margaret,2089
155,Richard,2659,Mariah,2087
156,Jude,2636,Eden,2050
157,Luca,2593,Athena,2040
158,Edward,2587,Amy,2031
159,Joel,2583,Norah,2021
160,Victor,2555,Londyn,2013
161,Miguel,2552,Valeria,1974
162,Malachi,2543,Sara,1962
163,King,2540,Aliyah,1958
164,Patrick,2520,Angelina,1952
165,Kaleb,2510,Gracie,1934
166,Bryan,2478,Rose,1928
167,Alan,2466,Rachel,1911
168,Marcus,2436,Juliana,1896
169,Preston,2428,Laila,1883
170,Abraham,2423,Brooklynn,1879
171,Calvin,2421,Valerie,1873
172,Colin,2414,Alina,1851
173,Bradley,2385,Reese,1848
174,Jeremy,2380,Elise,1836
175,Kyle,2374,Eliza,1816
176,Graham,2367,Alaina,1805
177,Grant,2349,Raelynn,1793
178,Jesse,2327,Leilani,1789
179,Kaden,2321,Catherine,1785
180,Alejandro,2303,Emerson,1780
181,Oscar,2286,Cecilia,1771
182,Jase,2278,Genevieve,1760
183,Karter,2272,Daisy,1754
184,Maverick,2250,Harmony,1740
185,Aidan,2242,Vanessa,1720
186,Tucker,2219,Adriana,1719
187,Avery,2204,Presley,1711
188,Amir,2200,Rebecca,1709
189,Brian,2200,Destiny,1706
190,Iker,2171,Hayden,1703
191,Matteo,2155,Julianna,1698
192,Caden,2121,Michelle,1692
193,Zayden,2119,Adelyn,1673
194,Riley,2069,Arabella,1671
195,August,2059,Summer,1671
196,Mark,2050,Callie,1669
197,Maximus,2047,Kaitlyn,1651
198,Brady,2020,Ryleigh,1648
199,Kenneth,2017,Lila,1639
200,Paul,2015,Daniela,1636
201,Jaden,1998,Arya,1634
202,Nicolas,1985,Alana,1611
203,Beau,1966,Esther,1601
204,Dean,1930,Finley,1598
205,Jake,1914,Gabrielle,1591
206,Peter,1913,Jessica,1577
207,Xander,1912,Charlie,1554
208,Elliot,1896,Stephanie,1554
209,Finn,1881,Tessa,1545
210,Derek,1872,Makenzie,1541
211,Sean,1870,Ana,1534
212,Cayden,1862,Amaya,1522
213,Elliott,1859,Alexandria,1521
214,Jax,1849,Alivia,1515
215,Jasper,1839,Nova,1511
216,Lorenzo,1834,Anastasia,1493
217,Omar,1831,Iris,1492
218,Beckett,1816,Marley,1487
219,Rowan,1799,Fiona,1484
220,Gael,1774,Angela,1480
221,Corbin,1761,Giselle,1479
222,Waylon,1753,Kate,1469
223,Myles,1725,Alayna,1449
224,Tanner,1703,Lola,1443
225,Jorge,1699,Lucia,1440
226,Javier,1691,Juliette,1439
227,Zion,1674,Parker,1439
228,Andres,1670,Teagan,1430
229,Charlie,1662,Sienna,1429
230,Paxton,1662,Georgia,1424
231,Emiliano,1660,Hope,1423
232,Brooks,1650,Cali,1421
233,Zane,1650,Vivienne,1419
234,Simon,1633,Izabella,1403
235,Judah,1622,Kinley,1403
236,Griffin,1601,Daleyza,1389
237,Cody,1579,Kylee,1386
238,Gunner,1578,Jayla,1380
239,Dawson,1575,Katelyn,1374
240,Israel,1563,Juliet,1353
241,Rylan,1545,Maggie,1325
242,Gage,1518,Dakota,1323
243,Messiah,1509,Delaney,1322
244,River,1499,Brynlee,1314
245,Kameron,1496,Keira,1306
246,Stephen,1477,Camille,1303
247,Francisco,1476,Leila,1298
248,Clayton,1466,Mckenna,1295
249,Zander,1452,Aniyah,1294
250,Chance,1444,Noelle,1277
251,Eduardo,1440,Josie,1276
252,Spencer,1427,Jennifer,1275
253,Lukas,1425,Melissa,1273
254,Damien,1410,Gabriela,1257
255,Dallas,1405,Allie,1255
256,Conner,1400,Eloise,1255
257,Travis,1393,Cassidy,1230
258,Knox,1386,Jacqueline,1222
259,Raymond,1376,Brynn,1218
260,Peyton,1372,Sawyer,1217
261,Devin,1371,Evangeline,1212
262,Felix,1369,Jordan,1209
263,Jayceon,1369,Paris,1208
264,Collin,1365,Olive,1197
265,Amari,1362,Ayla,1196
266,Erick,1360,Rosalie,1184
267,Cash,1358,Kali,1179
268,Jaiden,1347,Maci,1173
269,Fernando,1345,Gemma,1166
270,Cristian,1343,Lilliana,1165
271,Josue,1340,Raegan,1162
272,Keegan,1337,Lena,1155
273,Garrett,1336,Adelaide,1152
274,Rhett,1335,Journey,1145
275,Ricardo,1334,Adelynn,1137
276,Martin,1332,Alessandra,1136
277,Reid,1331,Kenzie,1136
278,Seth,1326,Miranda,1131
279,Andre,1310,Haley,1128
280,Cesar,1301,June,1127
281,Titus,1300,Harley,1123
282,Donovan,1291,Charlee,1121
283,Manuel,1289,Lucille,1112
284,Mario,1285,Talia,1112
285,Caiden,1284,Skyler,1111
286,Adriel,1282,Makenna,1109
287,Kyler,1282,Phoebe,1109
288,Milo,1271,Jane,1106
289,Archer,1265,Lyric,1103
290,Jeffrey,1252,Angel,1102
291,Holden,1246,Elaina,1097
292,Arthur,1232,Adrianna,1094
293,Karson,1218,Ruth,1092
294,Rafael,1213,Miriam,1089
295,Shane,1205,Diana,1081
296,Lane,1203,Mariana,1080
297,Louis,1201,Danielle,1079
298,Angelo,1200,Jenna,1078
299,Remington,1195,Shelby,1071
300,Troy,1193,Nina,1070
301,Emerson,1191,Madeleine,1062
302,Maximiliano,1188,Elliana,1061
303,Hector,1186,Amina,1057
304,Emilio,1182,Amiyah,1055
305,Anderson,1177,Chelsea,1053
306,Trevor,1176,Joanna,1053
307,Phoenix,1152,Jada,1049
308,Walter,1148,Lexi,1047
309,Johnathan,1145,Katie,1043
310,Johnny,1140,Maddison,1042
311,Edwin,1137,Fatima,1041
312,Julius,1137,Vera,1041
313,Barrett,1136,Malia,1023
314,Leon,1130,Lilah,1022
315,Tyson,1119,Madilyn,1021
316,Tobias,1109,Amanda,1013
317,Edgar,1107,Daniella,1013
318,Dominick,1098,Alexia,1010
319,Marshall,1090,Kathryn,1009
320,Marco,1079,Paislee,1008
321,Joaquin,1073,Selena,1008
322,Dante,1066,Laura,1003
323,Andy,1062,Annie,1001
324,Cruz,1060,Nyla,1000
325,Ali,1059,Catalina,999
326,Finley,1055,Kayleigh,996
327,Dalton,1043,Sloane,996
328,Gideon,1042,Kamila,992
329,Reed,1042,Lia,987
330,Enzo,1039,Haven,985
331,Sergio,1039,Rowan,982
332,Jett,1038,Ashlyn,975
333,Thiago,1030,Christina,972
334,Kyrie,1027,Amber,969
335,Ronan,1024,Myla,967
336,Cohen,1014,Addilyn,966
337,Colt,1012,Erin,966
338,Erik,1012,Alison,963
339,Trenton,1005,Ainsley,961
340,Jared,1004,Raelyn,960
341,Walker,1003,Cadence,955
342,Landen,1001,Kendra,955
343,Alexis,989,Heidi,952
344,Nash,989,Kelsey,948
345,Jaylen,988,Nadia,945
346,Gregory,975,Alondra,944
347,Emanuel,974,Cheyenne,943
348,Killian,968,Kaydence,943
349,Allen,964,Mikayla,941
350,Atticus,958,River,941
351,Desmond,955,Heaven,934
352,Shawn,955,Arielle,924
353,Grady,950,Lana,920
354,Quinn,938,Blakely,917
355,Frank,937,Sabrina,915
356,Fabian,936,Kyla,914
357,Dakota,931,Ada,913
358,Roberto,923,Gracelyn,913
359,Beckham,914,Allyson,903
360,Major,906,Felicity,903
361,Skyler,902,Kira,903
362,Nehemiah,899,Briella,902
